ID,Titolo,Generi,Temi,Punteggio Medio,Rank,Popolarità,Stato,Autori
3986,Deadman Wonderland,"Action, Adventure, Drama, Gore, High Stakes Game, Sci-Fi, Shounen, Supernatural, Survival",,7.92,952,37,finished,"Kazuma Kondou, Jinsei Kataoka"
98270,Fire Punch,"Action, Gore, Mystery, Shounen, Supernatural",,7.92,954,41,finished,Tatsuki Fujimoto
21651,Hitori-tachi,Shoujo,,7.92,957,4520,finished,Aya Kanno
22044,Iris Zero,"Drama, Fantasy, Mystery, Psychological, Romance, School, Seinen, Supernatural",,7.92,958,460,currently_publishing,"Takana Hotaru, Shiki Piro"
30779,Tetsugaku Letra,"Drama, Performing Arts, School, Shounen, Slice of Life",,7.92,959,1120,finished,Sumomo Yumeka
40481,Oomuro-ke,"CGDCT, Comedy, Girls Love, School, Slice of Life",,7.92,960,4276,currently_publishing, Namori
52277,Sword Art Online: Progressive,"Action, Fantasy, Romance, Video Game",,7.92,961,914,finished,"Reki Kawahara, Kiseki Himura"
19671,Angel Beats!: Heaven's Door,"Action, Comedy, Drama, School, Supernatural",,7.91,986,944,finished,"Jun Maeda,  Key, Yuriko Asami"
41847,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",,7.91,988,781,finished,Dai Shiina
162479,Kagurabachi,"Action, Fantasy, Gore, Shounen",,7.91,968,227,currently_publishing,Takeru Hokazono
115217,Fukakai na Boku no Subete wo,"Drama, Romance",,7.91,963,1017,finished,Kata Konayama
115365,Kimi to Natsu no Naka,"Boys Love, Drama, School",,7.91,970,2498,finished,Nagisa Furuya
119852,Haikyuu-bu!!,"Comedy, Shounen, Sports, Team Sports",,7.91,971,4474,finished,Kyouhei Miyajima
121544,Ousama Ranking,"Action, Adventure, Comedy, Fantasy",,7.91,966,2074,currently_publishing,Sousuke Tooka
131703,Jinrui wo Metsubou sasete wa Ikemasen,"Childcare, Sci-Fi, Seinen, Slice of Life",,7.91,974,5316,finished,"Kyuu Takahata, Yuuji Kaba"
67645,Namaikizakari.,"Romance, School, Shoujo, Sports, Team Sports",,7.91,993,209,finished,Mitsubachi Miyuki
15,Mahou Sensei Negima!,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Martial Arts, Romance, School, Shounen, Supernatural",,7.91,978,222,finished,Ken Akamatsu
124,Aqua,"Iyashikei, Sci-Fi, Shoujo, Slice of Life",,7.91,979,1030,finished,Kozue Amano
356,Hatenkou Yuugi,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Supernatural",,7.91,980,3093,finished,Minari Endou
744,Mahoraba,"Comedy, Iyashikei, Psychological, Romance, Shounen, Slice of Life, Visual Arts",,7.91,973,3325,finished,Akira Kojima
3064,Kiichi!!,"Drama, Psychological, Seinen",,7.91,983,2427,finished,Hideki Arai
3486,Shiki,"Mystery, Shounen, Supernatural, Suspense, Vampire",,7.91,984,890,finished,"Ryuu Fujisaki, Fuyumi Ono"
3872,Kiss yori mo Hayaku,"Childcare, Comedy, Drama, Romance, School, Shoujo",,7.91,977,458,finished,Meca Tanaka
4964,Eien no With,"Drama, Shoujo",,7.91,986,3659,finished,Saya Miyauchi
5380,Hyouge Mono,"Adult Cast, Award Winning, Drama, Historical, Samurai, Seinen, Visual Arts",,7.91,987,6678,finished,Yoshihiro Yamada
11454,Doraemon Plus,"Comedy, Sci-Fi, Shounen",,7.91,981,9870,finished,Fujio F. Fujiko
13419,Gekiga Hyouryuu,"Award Winning, Comedy, Drama, Historical, Memoir, Psychological, Romance, School, Seinen, Slice of Life",,7.91,991,3128,finished,Yoshihiro Tatsumi
16686,Bokura no Kiseki,"Fantasy, Josei, Mystery, Romance, School, Supernatural",,7.91,993,1394,currently_publishing,Natsuo Kumeta
103851,5-toubun no Hanayome,"Award Winning, Comedy, Harem, Romance, School, Shounen",,7.9,1004,65,finished,Negi Haruba
108032,My Home Hero,"Drama, Seinen, Suspense",,7.9,995,600,finished,"Masashi Asaki, Naoki Yamakawa"
109608,Goblin Slayer Gaiden: Year One,"Action, Drama, Fantasy, Seinen",,7.9,997,716,currently_publishing,"Kumo Kagyuu, Kento Sakaeda"
122448,Kubo-san wa Mob wo Yurusanai,"Comedy, Love Status Quo, Romance, School, Seinen",,7.9,999,231,finished,Nene Yukimori
122559,Devil May Cry 5: Visions of V,"Action, Supernatural",,7.9,999,6385,finished,Tomio Ogata
122575,Sayonara Rose Garden,"Drama, Girls Love, Historical",,7.9,1000,1925,finished,Pepako Dokuta
122615,Cool Doji Danshi,"Iyashikei, Slice of Life",,7.9,1001,2802,currently_publishing,Kokone Nata
133988,Seishun Buta Yarou wa Logical Witch no Yume wo Minai,"Comedy, Romance, School",,7.9,1002,7235,finished,"Hajime Kamoshida, Tsukako Akina"
23419,Byousoku 5 Centimeter,"Drama, Romance, Seinen",,7.9,1003,575,finished,"Makoto Shinkai, Yukiko Seike"
24450,Kiba no Tabishounin: The Arms Peddler,"Action, Adventure, Drama, Horror, Seinen, Supernatural",,7.9,1026,2000,on_hiatus,"Kyoichi Nanatsuki,  Night Owl"
39625,Kagerou Daze,"Comedy, Josei, Romance, Sci-Fi, Supernatural",,7.9,1028,459,finished,"Mahiro Satou,  Jin"
45757,Shokugeki no Souma,"Ecchi, Gourmet, School, Shounen",,7.9,1029,55,finished,"Shun Saeki, Yuuto Tsukuda, Yuki Morisaki"
142765,Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen,"Fantasy, Isekai, Reincarnation",,7.9,1008,4299,currently_publishing,"Kazusa Yoneda,  Rifujin na Magonote"
58,W-Juliet,"Comedy, Crossdressing, Drama, Performing Arts, Romance, School, Shoujo, Slice of Life",,7.9,1014,2128,finished, Emura
371,Ichigo Mashimaro,"CGDCT, Comedy, Iyashikei, Slice of Life",,7.9,1015,2670,currently_publishing, Barasui
411,Kitchen no Ohimesama,"Award Winning, Drama, Gourmet, Romance, School, Shoujo",,7.9,1016,778,finished,"Miyuki Kobayashi, Natsumi Ando"
563,V.B. Rose,"Love Polygon, Romance, Shoujo, Workplace",,7.9,1017,3473,finished,Banri Hidaka
616,Mx0,"Action, Comedy, School, Shounen",,7.9,1016,423,finished,Yasuhiro Kano
877,Hana yori Dango,"Award Winning, Drama, Romance, School, Shoujo",,7.9,1017,734,finished,Yoko Kamio
1271,Special A,"Comedy, Romance, School, Shoujo",,7.9,1021,432,finished,Maki Minami
1349,07-Ghost,"Action, Fantasy, Josei, Military, Mythology",,7.9,1022,547,finished,"Yuki Amemiya, Yukino Ichihara"
1721,Nabari no Ou,"Action, Drama, Fantasy, Martial Arts, School, Shounen, Supernatural",,7.9,1023,842,finished,Yuuki Kamatani
5685,Hakkenden: Touhou Hakken Ibun,"Action, Drama, Fantasy, Mystery, Shoujo, Supernatural",,7.9,1022,4828,finished,Miyuki Abe
7728,Rozen Maiden (2008),"Drama, Fantasy, Psychological, Seinen, Supernatural",,7.9,1023,2229,finished, PEACH‐PIT
14127,Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,"Drama, Psychological, School, Shounen",,7.9,1024,1162,finished,"Kazuki Sakuraba, Iqura Sugimoto"
70589,GTO: Paradise Lost,"Delinquents, Seinen, Workplace",,7.9,1027,1188,finished,Tooru Fujisawa
80119,Kobayashi-san Chi no Maid Dragon,"Fantasy, Slice of Life",,7.9,995,400,currently_publishing, Cool-kyou Shinja
85802,Ookami Shounen wa Kyou mo Uso wo Kasaneru,"Crossdressing, Drama, Love Polygon, Romance",,7.9,996,479,finished, namo
62509,New Game!,"CGDCT, Comedy, Otaku Culture, Workplace",,7.89,1038,824,finished,Shoutarou Tokunou
75929,Arte,"Historical, Seinen, Visual Arts",,7.89,1031,1543,currently_publishing,Kei Ookubo
87813,Takane to Hana,"Comedy, Romance, Shoujo",,7.89,1033,628,finished,Yuki Shiwasu
24302,Rockman Gigamix,"Action, Adventure, Kids, Mecha, Sci-Fi, Space",,7.89,1035,13719,finished,Hitoshi Ariga
28631,Saiyaku wa Boku wo Suki Sugiru,"Action, Boys Love, Drama, Supernatural",,7.89,1036,4070,currently_publishing,"Satoru Kannagi, Etsumi Ninomiya"
92149,Tomo-chan wa Onnanoko!,"Comedy, Romance, School",,7.89,1057,108,finished,Fumita Yanagida
92182,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Comedy, Romance, School",,7.89,1058,729,finished,"Hajime Kamoshida, Tsugumi Nanamiya"
94676,Namidaame to Serenade,"Historical, Josei, Romance, Time Travel",,7.89,1040,3779,currently_publishing,Haruka Kawachi
99386,Sword Art Online: Project Alicization,"Action, Fantasy, Video Game",,7.89,1041,2965,finished,"Koutarou Yamada, Reki Kawahara"
101554,City,"Comedy, Gag Humor, Seinen",,7.89,1061,2569,finished,Keiichi Arawi
107570,Sengoku Komachi Kuroutan: Noukou Giga,"Action, Fantasy, Historical, Time Travel",,7.89,1062,3191,currently_publishing,"Hajime Sawada,  Kyouchikutou"
110929,Kusuriya no Hitorigoto: Maomao no Koukyuu Nazotoki Techou,"Drama, Historical, Medical, Mystery, Seinen",,7.89,1044,8562,currently_publishing,"Natsu Hyuuga, Minoji Kurata"
118873,Asper Kanojo,"Drama, Psychological",,7.89,1045,1010,finished,"Souhachi Hagimoto, Renji Morita"
121945,Maou no Musume wa Yasashisugiru!!,"Childcare, Comedy, Fantasy",,7.89,1046,2174,currently_publishing,Yuuya Sakamoto
135264,Fool Night,"Drama, Sci-Fi, Seinen",,7.89,1037,1879,currently_publishing,Kasumi Yasuda
12,Bleach,"Action, Adventure, Award Winning, Shounen, Supernatural",,7.89,1042,15,finished,Tite Kubo
55,Aishiteruze Baby★★,"Childcare, Comedy, Drama, Romance, School, Shoujo",,7.89,1049,860,finished,Youko Maki
448,Tenshi Kinryouku,"Fantasy, Reincarnation, Romance, Shoujo",,7.89,1050,714,finished,Kaori Yuki
892,Sono Yubi dake ga Shitteiru,"Boys Love, Drama, Romance, School",,7.89,1051,3202,finished,"Satoru Kannagi, Hotaru Odagiri"
1158,"Densha Otoko: Net Hatsu, Kakueki Teisha no Love Story","Romance, Seinen, Slice of Life",,7.89,1052,2033,finished,"Hitori Nakano, Hidenori Hara"
1766,Marie no Kanaderu Ongaku,"Drama, Fantasy, Romance, Seinen",,7.89,1053,1433,finished,Usamaru Furuya
1978,Moe Kare!!,"Comedy, Drama, Romance, School, Shoujo",,7.89,1054,789,finished,Go Ikeyamada
2598,Clannad,"Drama, Romance, School, Seinen",,7.89,1049,1807,finished,"Jun Maeda,  Key, Juri Misaki"
4470,Shitsuji-sama no Okiniiri,"Comedy, Romance, School, Shoujo",,7.89,1056,1822,finished,"Rei Izawa, Fuyu Tsuyama"
6888,Subaru,"Drama, Performing Arts, Psychological, Seinen",,7.89,1051,3499,finished,Masahito Soda
7024,Kouya no Tenshidomo,"Comedy, Romance, Shoujo",,7.89,1058,7658,finished,Kyouko Hikawa
8483,Kimi no Iru Machi,"Drama, Ecchi, Love Polygon, Romance, School, Shounen",,7.89,1059,232,finished,Kouji Seo
8848,Sun-Ken Rock,"Action, Comedy, Drama, Ecchi, Seinen",,7.89,1060,120,finished, Boichi
11977,Bambino!,"Award Winning, Drama, Gourmet, Seinen, Slice of Life",,7.89,1061,2894,finished,Tetsuji Sekiya
16659,Tobaku Datenroku Kaiji: Kazuya-hen,"Adult Cast, High Stakes Game, Seinen, Strategy Game",,7.89,1056,2370,finished,Nobuyuki Fukumoto
139289,Hidamari ga Kikoeru: Shunkashuutou,"Boys Love, Slice of Life",,7.89,1063,7632,currently_publishing,Yuki Fumino
144180,Gachiakuta,"Action, Fantasy, Shounen",,7.89,1064,252,currently_publishing,Kei Urana
160302,Kono Koi wo Hoshi ni wa Negawanai,"Drama, Girls Love",,7.88,1070,9850,currently_publishing, Shinoa
108639,Tsuiraku JK to Haijin Kyoushi,"Comedy, Drama, Romance, School, Shoujo",,7.88,1072,1088,finished, sora
60511,Sousei no Onmyouji,"Action, Fantasy, Mythology, Shounen, Urban Fantasy",,7.88,1080,328,finished,Yoshiaki Sukeno
69903,Fairy Tail Zerø,"Action, Fantasy",,7.88,1074,322,finished,Hiro Mashima
70557,Out,"Action, Delinquents, Seinen",,7.88,1082,952,currently_publishing,"Tatsuya Iguchi, Makoto Mizuta"
80469,Donten ni Warau Gaiden,"Action, Historical, Supernatural",,7.88,1083,3993,finished,Kemuri Karakara
24821,Tomodachi no Hanashi,"Comedy, Romance, School, Shoujo",,7.88,1077,1327,finished,"Kazune Kawahara, Aiji Yamakawa"
462,Shin Petshop of Horrors,"Fantasy, Horror, Mystery, Shoujo, Supernatural",,7.88,1078,3121,finished,Matsuri Akino
773,Saishuu Heiki Kanojo,"Drama, Romance, Sci-Fi, Seinen",,7.88,1079,1128,finished,Shin Takahashi
885,Hakushaku Cain Series,"Historical, Horror, Mystery, Shoujo",,7.88,1080,2186,finished,Kaori Yuki
1267,Kagen no Tsuki,"Drama, Mystery, Shoujo, Supernatural",,7.88,1081,1478,finished,Ai Yazawa
1895,Mademoiselle Butterfly,"Drama, Historical, Romance, Shoujo",,7.88,1088,2398,finished,Akane Ogura
4031,Shanaou Yoshitsune,"Award Winning, Historical, Shounen",,7.88,1083,11382,finished,Hirofumi Sawada
15205,Zetsuen no Tempest,"Action, Drama, Fantasy, Mystery, Psychological, Shounen, Urban Fantasy",,7.88,1086,893,finished,"Kyou Shirodaira, Ren Saizaki"
122830,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Hon no Tame nara Miko ni Naru!,"Fantasy, Isekai, Reincarnation, Slice of Life",,7.88,1073,3774,currently_publishing," Suzuka, Miya Kazuki"
122851,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 3-bu - Ryouchi ni Hon wo Hirogeyou!,"Fantasy, Isekai, Reincarnation",,7.88,1074,6746,currently_publishing,"Miya Kazuki, Ryou Namino"
137041,Dekiru Neko wa Kyou mo Yuuutsu,"Anthropomorphic, Comedy, Slice of Life, Supernatural",,7.88,1090,5958,currently_publishing,Hitsuji Yamada
137146,Bokutachi wa Mada Aoku,"Boys Love, School",,7.88,1091,8528,finished,Tsumuji Kuroi
111603,Bungou Stray Dogs Gaiden: Ayatsuji Yukito vs. Kyougoku Natsuhiko,"Action, Detective, Mystery, Supernatural",,7.87,1092,6209,currently_publishing,"Kafka Asagiri,  Oyoyo"
114852,Kimi wa Tsukiyo ni Hikarikagayaku,"Drama, Romance",,7.87,1105,3289,finished,"Daichi Matsuse, Tetsuya Sano"
116482,Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai,"Comedy, Romance, School, Supernatural",,7.87,1095,4508,finished,"Hajime Kamoshida, Tsukumo Asakusa"
116790,Mieruko-chan,"Comedy, Horror, Supernatural",,7.87,1108,173,currently_publishing,Tomoki Izumi
120481,Kimi ni wa Todokanai.,"Boys Love, School",,7.87,1110,3236,currently_publishing, Mika
127366,Restart wa Tadaima no Ato de,"Boys Love, Slice of Life",,7.87,1100,3787,finished, Cocomi
132417,Home,"Boys Love, Drama, Slice of Life",,7.87,1101,8937,finished,Asumiko Nakamura
160131,Pink Heart Jam: Beat,"Boys Love, Music, School",,7.87,1103,11897,currently_publishing, Shikke
160786,Boruto: Two Blue Vortex,"Action, Adventure, Fantasy, Martial Arts, Shounen",,7.87,1104,558,currently_publishing,"Masashi Kishimoto, Mikio Ikemoto"
106609,Ningen Shikkaku,"Drama, Psychological, Seinen",,7.87,1106,838,finished,"Junji Itou, Osamu Dazai"
676,InuYasha,"Action, Adventure, Award Winning, Fantasy, Historical, Love Polygon, Mythology, Romance, Shounen, Time Travel",,7.87,1107,247,finished,Rumiko Takahashi
3576,Tobaku Haouden Zero,"Drama, High Stakes Game, Mystery, Shounen, Strategy Game, Suspense",,7.87,1094,3176,finished,Nobuyuki Fukumoto
7656,Saijou no Meii,"Drama, Medical, Shounen",,7.87,1110,3572,finished,"Takashi Hashiguchi, Kenzou Irie"
8094,Shin Tekken Chinmi,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",,7.87,1097,12311,finished,Takeshi Maekawa
8878,Hetalia Axis Powers,"Anthropomorphic, Comedy, Gag Humor, Historical, Seinen",,7.87,1113,879,finished,Hidekaz Himaruya
11089,Shinrei Tantei Yakumo: Akai Hitomi wa Shitteiru,"Horror, Mystery, Shoujo, Supernatural",,7.87,1100,3525,finished,"Ritsu Miyako, Manabu Kaminaga"
13492,Ao no Exorcist,"Action, Mythology, School, Shounen, Supernatural",,7.87,1115,76,currently_publishing,Kazue Katou
13992,Azumanga Daioh: Hoshuu-hen,"CGDCT, Comedy, School, Shounen, Slice of Life",,7.87,1102,4031,finished,Kiyohiko Azuma
46258,Flying Witch,"Fantasy, Iyashikei, Shounen, Slice of Life, Urban Fantasy",,7.87,1116,1078,currently_publishing,Chihiro Ishizuka
22103,Hanazakari no Kimitachi e: After School,"Crossdressing, Romance, School, Shoujo",,7.86,1118,5542,finished,Hisaya Nakajo
48397,No Game No Life,"Comedy, Ecchi, Fantasy, Isekai, Seinen, Strategy Game",,7.86,1144,622,finished,"Yuu Kamiya, Mashiro Hiiragi"
50217,Kamisama ga Uso wo Tsuku.,"Drama, Romance, School, Seinen",,7.86,1145,285,finished,Kaori Ozaki
57249,Rengoku ni Warau,"Action, Historical, Shounen",,7.86,1146,4172,finished,Kemuri Karakara
69015,Gangsta:Cursed.: EP_Marco Adriano,"Action, Drama, Organized Crime, Seinen",,7.86,1147,3547,finished,Syuhei Kamo
77239,Ao Haru Ride: Awaken,"Romance, School, Shoujo",,7.86,1124,2935,finished,Io Sakisaka
110029,Shinigami Bocchan to Kuro Maid,"Comedy, Drama, Love Status Quo, Romance",,7.86,1126,596,finished,Koharu Inoue
111857,Hana ni Arashi,"Girls Love, School",,7.86,1132,1782,finished,Ruka Kobachi
115848,"Fuufu Ijou, Koibito Miman.","Love Polygon, Romance, School, Seinen",,7.86,1134,296,currently_publishing,Yuuki Kanamaru
116808,Giji Harem,"Comedy, Love Status Quo, Romance, School, Shounen",,7.86,1130,385,finished,Yuu Saitou
120177,Isekai Ojisan,"Adult Cast, Comedy, Fantasy, Isekai, Otaku Culture, Parody",,7.86,1137,887,currently_publishing, Hotondo Shindeiru
122110,Hoshifuru Oukoku no Nina,"Award Winning, Fantasy, Josei, Romance",,7.86,1133,3743,currently_publishing, Rikachi
123270,Lonely Girl ni Sakaraenai,"Girls Love, School, Slice of Life",,7.86,1139,930,finished, Kashikaze
127120,Wondance,"Performing Arts, School, Seinen, Sports",,7.86,1135,2101,currently_publishing, Coffee
131807,Gomashio to Pudding,"Comedy, Romance",,7.86,1136,1751,finished,Yufuko Suzuki
90174,Plastic Memories: Say to Good-bye,"Drama, Sci-Fi",,7.86,1137,4658,finished, Yuuyuu
108424,Takane no Ran-san,"Romance, School, Shoujo",,7.86,1138,2557,finished, Ammitsu
587,Lucky☆Star,"CGDCT, Comedy, Gag Humor, Otaku Culture, Parody, School, Slice of Life",,7.86,1120,1253,currently_publishing,Kagami Yoshimizu
776,Ginga Tetsudou 999,"Adventure, Award Winning, Drama, Fantasy, Sci-Fi, Shounen, Space",,7.86,1140,6081,finished,Leiji Matsumoto
820,Tenshi ja Nai!!,"Comedy, Drama, Romance, School, Shoujo, Showbiz",,7.86,1141,2521,finished,Takako Shigematsu
902,Hydra,"Boys Love, Drama, Slice of Life",,7.86,1142,5906,finished,Kano Miyamoto
1951,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Boys Love, Fantasy, Reincarnation, Romance, Shoujo, Supernatural",,7.86,1143,1738,finished,Hotaru Odagiri
3101,Deep Love: Pao no Monogatari,"Drama, Shoujo, Slice of Life",,7.86,1126,2805,finished," Yoshi, Akiyo Kurosawa"
4011,New York New York,"Boys Love, Detective, Drama, Shoujo",,7.86,1127,6592,finished,Marimo Ragawa
8677,Little Busters!,"Comedy, Drama, School, Supernatural",,7.86,1128,5853,on_hiatus," Key, Mogura Anagura"
9152,Thomas no Shinzou,"Boys Love, Drama, Historical, Psychological, Shoujo",,7.86,1148,3739,finished,Moto Hagio
142,Battle Royale,"Action, Gore, Psychological, Seinen, Survival, Suspense",,7.85,1150,228,finished,"Masayuki Taguchi, Koushun Takami"
430,Suzuka,"Comedy, Drama, Ecchi, Romance, School, Shounen, Sports",,7.85,1151,351,finished,Kouji Seo
696,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance, Shounen",,7.85,1152,587,finished,Kenjirou Hata
710,Houkago Hokenshitsu,"Drama, Horror, Love Polygon, Mystery, Psychological, Romance, School, Shoujo, Supernatural",,7.85,1158,1048,finished,Setona Mizushiro
1408,The World Is Mine,"Psychological, Seinen",,7.85,1159,1182,finished,Hideki Arai
1472,Orpheus no Mado,"Drama, Historical, Romance, Shoujo",,7.85,1155,8525,finished,Riyoko Ikeda
3522,Kieli: Shisha-tachi wa Kouya ni Nemuru,"Adventure, Fantasy, Mystery, Shoujo, Supernatural",,7.85,1161,2792,finished,"Yukako Kabei, Shiori Teshirogi"
6140,Darren Shan,"Adventure, Shounen, Vampire",,7.85,1162,3013,finished,"Takahiro Arai, Darren Shan"
7716,Shibatora,"Action, Detective, Drama, Shounen",,7.85,1158,3780,finished,"Shin Kibayashi, Masashi Asaki"
11777,Clannad: Tomoyo Dearest,"Drama, Romance, School",,7.85,1164,6142,finished," Key, Yukiko Sumiyoshi"
17207,Inu x Boku SS,"Comedy, Mystery, Shounen, Supernatural",,7.85,1166,526,finished,Cocoa Fujiwara
75243,Oushitsu Kyoushi Heine,Comedy,,7.85,1164,3410,finished,Higasa Akai
83807,Kuroko no Basket: Extra Game,"Shounen, Sports, Team Sports",,7.85,1153,987,finished,Tadatoshi Fujimaki
86337,Black Clover,"Action, Fantasy, Shounen",,7.85,1166,34,currently_publishing,Yuuki Tabata
27327,All Around Type-Moon,"Comedy, Seinen, Slice of Life",,7.85,1171,4630,on_hiatus, B-suke
35035,Kyou no Kira-kun,"Drama, Romance, School, Shoujo",,7.85,1176,644,finished,Rin Mikimoto
37683,Kidou Senshi Gundam Thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Seinen, Space",,7.85,1175,6082,currently_publishing,Yasuo Ootagaki
90609,Hengoku no Schwester,"Drama, Historical, Seinen",,7.85,1176,6126,finished,Minoru Takeyoshi
91767,Boku to Kimi no Taisetsu na Hanashi,"Award Winning, Romance, School, Shoujo",,7.85,1170,836,finished, Robico
94251,Kageki Shoujo!!,"Drama, Performing Arts, School, Shoujo",,7.85,1179,7082,currently_publishing,Kumiko Saiki
109910,Uramichi Oniisan,"Adult Cast, Comedy, Gag Humor, Showbiz, Workplace",,7.85,1181,1542,currently_publishing,Gaku Kuze
113360,Reigen: Reikyuuchi Max 131 no Otoko,"Comedy, Supernatural",,7.85,1179,2489,finished, ONE
115958,Persona 5: Mementos Mission,"Action, Seinen, Supernatural",,7.85,1183,6750,finished,Rokuro Saitou
124154,Toorigakari ni One Point Advice shiteiku Type no Yankee,Comedy,,7.85,1182,1899,finished, Otsuji
129656,"Watashi wo Tabetai, Hitodenashi","Drama, Girls Love, Seinen, Supernatural",,7.85,1186,2158,currently_publishing,Sai Naekawa
131443,Onna no Sono no Hoshi,"Comedy, Josei, School, Slice of Life",,7.85,1187,6534,currently_publishing,Yama Wayama
111276,Sewayaki Kitsune no Senko-san,"Comedy, Iyashikei, Supernatural",,7.84,1212,671,currently_publishing, Rimukoro
113667,50cm no Isshou,"Josei, Slice of Life",,7.84,1213,11889,finished,Gin Shirakawa
121951,Meitantei Conan: Keisatsu Gakkou-hen - Wild Police Story,"Detective, Mystery, Shounen",,7.84,1190,12910,finished,"Gosho Aoyama, Takahiro Arai"
124520,Boys Run the Riot,"Drama, Psychological, School, Seinen, Slice of Life",,7.84,1191,1169,finished,Keito Gaku
128108,Gakkougurashi! Otayori,"Horror, Mystery, Psychological, School, Slice of Life",,7.84,1192,4850,finished,"Norimitsu Kaihou, Sadoru Chiba"
132378,Isekai no Sata wa Shachiku Shidai,"Boys Love, Fantasy, Isekai",,7.84,1193,6134,currently_publishing,"Kazuki Irodori, Wakatsu Yatsuki"
141215,Yume no Hashibashi,"Drama, Girls Love, Josei",,7.84,1194,7713,finished,Yumi Sudou
144241,Nigoru Hitomi de Nani wo Negau: Highserk Senki,"Action, Fantasy, Isekai, Military, Reincarnation, Shounen",,7.84,1195,2682,currently_publishing," Torutonen, Yanomi Saitou"
146517,Toumei na Ai no Utsuwa,"Boys Love, Supernatural",,7.84,1190,16587,finished, hitomi
149751,Tokyo卍Revengers: Baji Keisuke kara no Tegami,"Action, Delinquents",,7.84,1199,4389,finished,Yukinori Natsukawaguchi
14,Rave,"Adventure, Comedy, Fantasy, Shounen",,7.84,1204,339,finished,Hiro Mashima
37,Shinshi Doumei Cross,"Comedy, Drama, Romance, School, Shoujo",,7.84,1203,726,finished,Arina Tanemura
634,Beniiro Hero,"Drama, Love Polygon, Romance, School, Shoujo, Sports, Team Sports",,7.84,1206,2450,finished,Mitsuba Takanashi
1072,Kaze Hikaru,"Action, Award Winning, Crossdressing, Historical, Romance, Samurai, Shoujo",,7.84,1205,4129,finished,Taeko Watanabe
8947,Saint☆Oniisan,"Award Winning, Comedy, Seinen, Slice of Life",,7.84,1206,688,currently_publishing,Hikaru Nakamura
10740,Ilegenes: Kokuyou no Kiseki,"Drama, Military, School, Sci-Fi, Shoujo",,7.84,1209,2790,finished,"Mizuna Kuwabara, Kachiru Ishizue"
11072,Koizora: Setsunai Koimonogatari,"Drama, Romance, School, Shoujo",,7.84,1210,1586,finished,"Ibuki Haneda,  Mika"
11493,Jin,"Award Winning, Drama, Historical, Medical, Seinen, Supernatural, Time Travel",,7.84,1209,3459,finished,Motoka Murakami
12671,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",,7.84,1210,2833,finished,Masahiro Anbe
16034,Sarashi Asobi,"Romance, School, Shoujo, Supernatural",,7.84,1213,4371,finished,Touya Tobina
65489,Katayoku no Labyrinth,"Romance, School, Shoujo, Supernatural, Time Travel",,7.84,1215,5248,finished,Kyouko Kumagai
74337,Steins;Gate: Mugen Enten no Arc Light,"Sci-Fi, Seinen",,7.84,1201,7887,finished," Nitroplus, Shinichirou Nariie"
34091,Rec: Kimi ga Naita Hi,"Drama, Romance, School, Shoujo",,7.84,1220,2771,finished,Aoi Makino
104475,Kino no Tabi: The Beautiful World,"Adventure, Drama, Fantasy, Shounen",,7.84,1219,4669,finished,"Keiichi Sigsawa, Iruka Shiomiya"
107774,Migi to Dali,"Comedy, Mystery, Seinen, Suspense",,7.84,1220,4603,finished,Nami Sano
92472,Koiwazurai no Ellie,"Comedy, Romance, Shoujo",,7.83,1241,1471,finished,Momo Fuji
93398,Nanbaka,"Action, Comedy, Drama",,7.83,1226,2481,finished,Shou Futamata
95228,Hanakoi Tsurane,"Boys Love, Performing Arts",,7.83,1227,4954,finished,Isaku Natsume
95347,Kakegurui Twin,"Drama, Mystery, Psychological, School, Shounen",,7.83,1228,2142,finished,"Homura Kawamoto, Katsura Saiki"
96812,Emiya-san Chi no Kyou no Gohan,"Gourmet, Iyashikei, Slice of Life",,7.83,1229,5754,currently_publishing, TAa
99575,Usotoki Rhetoric,"Historical, Mystery, Romance, Shoujo",,7.83,1247,3029,finished,Ritsu Miyako
103244,Gekijouban Sword Art Online: Ordinal Scale,"Action, Adventure, Mystery, Video Game",,7.83,1248,5809,finished,"Reki Kawahara,  IsII"
1376,Dogs: Stray Dogs Howling in the Dark,"Action, Drama, Mystery, Sci-Fi, Seinen",,7.83,1233,1074,finished,Shirow Miwa
1397,Chi's Sweet Home,"Comedy, Pets, Seinen, Slice of Life",,7.83,1234,1613,finished,Kanata Konami
