ID,Nome,Generi/Temi,Start Date,End Date,Mean Score,Rank,Popularity,Volumi,Capitoli,Stato,Tipo Media,Autori,Serializzazioni
2,Berserk,"Action, Adventure, Award Winning, Drama, Fantasy, Gore, Horror, Military, Psychological, Seinen",1989-08-25,,9.47,1,1,0,0,currently_publishing,manga,"Kentarou Miura,  Studio Gaga",
1706,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,"Action, Adventure, Historical, Mystery, Seinen, Shounen, Supernatural",2004-01-19,2011-04-19,9.32,2,23,24,96,finished,manga,Hirohiko Araki,
656,Vagabond,"Action, Adventure, Award Winning, Historical, Samurai, Seinen",1998-09-03,2015-05-21,9.27,3,13,37,327,on_hiatus,manga,"Takehiko Inoue, Eiji Yoshikawa",
13,One Piece,"Action, Adventure, Fantasy, Shounen",1997-07-22,,9.22,4,4,0,0,currently_publishing,manga,Eiichiro Oda,
1,Monster,"Adult Cast, Award Winning, Drama, Mystery, Psychological, Seinen",1994-12-05,2001-12-20,9.16,5,28,18,162,finished,manga,Naoki Urasawa,
51,Slam Dunk,"Award Winning, School, Shounen, Sports, Team Sports",1990-09-18,1996-06-04,9.08,6,49,31,276,finished,manga,Takehiko Inoue,
642,Vinland Saga,"Action, Adventure, Award Winning, Drama, Historical, Seinen",2005-04-13,,9.08,7,17,0,0,currently_publishing,manga,Makoto Yukimura,
25,Fullmetal Alchemist,"Action, Adventure, Award Winning, Drama, Fantasy, Military, Shounen",2001-07-12,2010-09-11,9.04,10,20,27,116,finished,manga,Hiromu Arakawa,
70345,Grand Blue,"Comedy, Seinen",2014-04-07,,9.03,12,48,0,0,currently_publishing,manga,"Kenji Inoue, Kimitake Yoshioka",
16765,Kingdom,"Action, Award Winning, Historical, Military, Seinen",2006-01-26,,9.01,13,50,0,0,currently_publishing,manga,Yasuhisa Hara,
4632,Oyasumi Punpun,"Drama, Psychological, Seinen, Slice of Life",2007-03-15,2013-11-02,8.99,14,8,13,147,finished,manga,Inio Asano,
44489,Houseki no Kuni,"Action, Anthropomorphic, Drama, Fantasy, Seinen",2012-10-25,2024-04-25,8.97,15,80,13,108,finished,manga,Haruko Ichikawa,
657,Real,"Award Winning, Drama, Psychological, Seinen, Sports, Team Sports",1999-10-28,,8.95,16,150,0,0,currently_publishing,manga,Takehiko Inoue,
3,20th Century Boys,"Award Winning, Drama, Historical, Mystery, Psychological, Sci-Fi, Seinen",1999-09-27,2006-04-24,8.94,17,24,22,249,finished,manga,Naoki Urasawa,
1303,Ashita no Joe,"Combat Sports, Drama, Shounen, Slice of Life, Sports",1968-01-01,1973-05-13,8.94,18,289,20,171,finished,manga,"Ikki Kajiwara, Tetsuya Chiba",
104,Yotsuba to!,"Award Winning, Childcare, Comedy, Iyashikei, Slice of Life",2003-03-21,,8.91,19,69,0,0,currently_publishing,manga,Kiyohiko Azuma,
34053,Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch,"Drama, Fantasy, Mystery, Shounen, Supernatural",2012-01-21,2015-06-22,8.9,23,912,9,42,finished,manga,"Kei Natsumi,  Ryukishi07",
90125,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"Award Winning, Comedy, Romance, School, Seinen",2015-05-19,2022-11-02,8.89,24,25,28,281,finished,manga,Aka Akasaka,
336,GTO,"Action, Award Winning, Comedy, Delinquents, Drama, Ecchi, School, Shounen, Workplace",1996-12-11,2002-01-30,8.87,26,56,25,208,finished,manga,Tooru Fujisawa,
1224,3-gatsu no Lion,"Award Winning, Childcare, Drama, Iyashikei, Seinen, Slice of Life, Strategy Game",2007-07-13,,8.86,27,225,0,0,currently_publishing,manga,Chica Umino,
35243,Haikyuu!!,"Award Winning, School, Shounen, Sports, Team Sports",2012-02-20,2020-07-20,8.86,28,33,45,407,finished,manga,Haruichi Furudate,
56805,Koe no Katachi,"Award Winning, Drama, Shounen",2013-08-07,2014-11-19,8.85,29,26,7,64,finished,manga,Yoshitoki Ooima,
126287,Sousou no Frieren,"Adventure, Award Winning, Drama, Fantasy, Shounen",2020-04-28,,8.84,30,81,0,0,currently_publishing,manga,"Kanehito Yamada, Tsukasa Abe",
144267,Kaoru Hana wa Rin to Saku,"Drama, Romance, School",2021-10-21,,8.82,33,152,0,0,currently_publishing,manga,Saka Mikami,
21525,Akatsuki no Yona,"Adventure, Fantasy, Romance, Shoujo",2009-08-05,,8.82,35,86,0,0,currently_publishing,manga,Mizuho Kusanagi,
28,Nana,"Adult Cast, Award Winning, Drama, Love Polygon, Music, Romance, Shoujo",2000-05-26,2009-05-26,8.81,39,77,21,84,on_hiatus,manga,Ai Yazawa,
651,Kaze no Tani no Nausicaä,"Action, Adventure, Award Winning, Fantasy",1982-10-09,1994-02-10,8.81,40,267,7,59,finished,manga,Hayao Miyazaki,
7375,Kokou no Hito,"Award Winning, Drama, Psychological, Seinen, Sports",2007-11-01,2011-10-27,8.81,41,103,17,170,finished,manga,Shinichi Sakamoto,
85781,Dungeon Meshi,"Award Winning, Comedy, Fantasy, Gourmet, Seinen",2014-02-15,2023-09-15,8.77,46,158,14,102,finished,manga,Ryouko Kui,
100448,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.","Drama, Shounen",2016-08-10,2017-10-25,8.77,47,58,3,18,finished,manga,"Shouichi Taguchi, Sugaru Miaki",
26,Hunter x Hunter,"Action, Adventure, Fantasy, Shounen",1998-03-03,,8.76,48,22,0,0,currently_publishing,manga,Yoshihiro Togashi,
14483,Uchuu Kyoudai,"Adult Cast, Award Winning, Drama, Sci-Fi, Seinen, Space, Workplace",2007-12-06,,8.75,50,465,0,0,currently_publishing,manga,Chuuya Koyama,
7,Hajime no Ippo,"Award Winning, Combat Sports, Shounen, Sports",1989-09-27,,8.74,51,164,0,0,currently_publishing,manga,George Morikawa,
91941,Made in Abyss,"Adventure, Drama, Fantasy, Sci-Fi",2012-10-20,,8.73,54,61,0,0,currently_publishing,manga,Akihito Tsukushi,
132678,Veil,"Historical, Romance, Slice of Life",2019-11-15,,8.73,56,1036,0,0,currently_publishing,manga,Ikumi Fukuda,
44347,One Punch-Man,"Action, Comedy, Parody, Seinen, Super Power",2012-06-14,,8.72,57,7,0,0,currently_publishing,manga,"Yusuke Murata,  ONE",
72467,Shoujo Shuumatsu Ryokou,"Adventure, Award Winning, Iyashikei, Slice of Life",2014-02-21,2018-01-12,8.72,58,208,6,47,finished,manga, Tsukumizu,
45143,Kono Oto Tomare!,"Drama, Music, School, Shounen",2012-08-04,,8.71,59,366,0,0,currently_publishing,manga,Amyuu Sakura,
418,Mushishi,"Adult Cast, Award Winning, Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",1999-10-08,2008-08-25,8.7,61,178,10,50,finished,manga,Yuki Urushibara,
21,Death Note,"Psychological, Shounen, Supernatural, Suspense",2003-12-01,2006-05-15,8.69,62,14,12,108,finished,manga,"Takeshi Obata, Tsugumi Ohba",
145,Beck,"Award Winning, Drama, Music, Romance, Shounen",2000-02-17,2008-06-05,8.69,63,189,34,103,finished,manga,Harold Sakuishi,
116778,Chainsaw Man,"Action, Award Winning, Fantasy, Gore, Shounen, Urban Fantasy",2018-12-03,,8.69,64,3,0,0,currently_publishing,manga,Tatsuki Fujimoto,
129621,Medalist,"Award Winning, Drama, Seinen, Sports",2020-05-25,,8.69,65,1110,0,0,currently_publishing,manga, Tsurumaikada,
1133,Dorohedoro,"Action, Comedy, Fantasy, Gore, Horror, Seinen",2000-11-30,2018-09-12,8.68,67,47,23,190,finished,manga,Q Hayashida,
1859,Natsume Yuujinchou,"Drama, Iyashikei, Shoujo, Supernatural",2003-06-10,,8.67,68,378,0,0,currently_publishing,manga,Yuki Midorikawa,
664,Akira,"Action, Award Winning, Gore, Sci-Fi, Seinen",1982-12-06,1990-06-11,8.66,69,94,6,120,finished,manga,Katsuhiro Otomo,
100035,Tongari Boushi no Atelier,"Fantasy, Seinen",2016-07-22,,8.66,71,134,0,0,currently_publishing,manga,Kamome Shirahama,
107562,Kusuriya no Hitorigoto,"Drama, Historical, Medical, Mystery, Seinen",2017-05-25,,8.65,73,212,0,0,currently_publishing,manga,"Natsu Hyuuga,  Nekokurage",
4,Yokohama Kaidashi Kikou,"Award Winning, Iyashikei, Sci-Fi, Seinen, Slice of Life",1994-04-25,2006-02-25,8.65,74,203,14,142,finished,manga,Hitoshi Ashinano,
88660,Yagate Kimi ni Naru,"Drama, Girls Love, School",2015-04-27,2019-09-27,8.65,76,125,8,50,finished,manga,Nio Nakatani,
123006,Bungou Stray Dogs: Beast,"Action, Detective, Mystery, Shounen, Supernatural",2019-12-26,2022-01-26,8.65,79,1067,4,22,finished,manga,"Kafka Asagiri, Shiwasu Hoshikawa",
128365,Kimi to Tsuzuru Utakata,"Girls Love, School",2020-05-18,2024-01-18,8.64,80,819,6,32,finished,manga, Yuama,
44,Gintama,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",2003-12-08,2019-06-20,8.64,82,153,77,709,finished,manga,Hideaki Sorachi,
145863,Sayonara Eri,"Drama, Shounen",2022-04-11,2022-04-11,8.64,83,92,1,0,finished,manga,Tatsuki Fujimoto,
78523,ReLIFE,"Comedy, Drama, Romance, School, Slice of Life",2013-10-12,2018-03-16,8.63,85,67,15,238,finished,manga,Sou Yayoi,
85968,Golden Kamuy,"Action, Adventure, Award Winning, Historical, Seinen",2014-08-21,2022-04-28,8.63,86,146,31,314,finished,manga,Satoru Noda,
904,Kozure Ookami,"Action, Historical, Samurai, Seinen",1970-09,1976-04,8.63,87,342,28,142,finished,manga,"Kazuo Koike, Goseki Kojima",
23900,Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch,"Drama, Mystery, Psychological, Shounen, Supernatural, Suspense",2011-04-13,2015-03-12,8.63,88,1274,9,48,finished,manga,"Eita Mizuno,  Ryukishi07",
81,Aria,"Iyashikei, Sci-Fi, Shounen, Slice of Life",2002-02-28,2008-02-29,8.62,91,438,12,67,finished,manga,Kozue Amano,
745,Pluto,"Action, Award Winning, Detective, Mystery, Psychological, Sci-Fi, Seinen, Suspense",2003-09-09,2009-04-01,8.62,92,101,8,65,finished,manga,"Naoki Urasawa, Osamu Tezuka",
60783,Mob Psycho 100,"Action, Award Winning, Comedy, Super Power, Supernatural",2012-04-18,2017-12-22,8.61,95,110,16,109,finished,manga, ONE,
102256,Ao Ashi,"Award Winning, Seinen, Sports, Team Sports",2015-01-05,,8.61,98,508,0,0,currently_publishing,manga,"Yuugo Kobayashi, Naohiko Ueno",
107931,Blue Period,"Award Winning, Drama, School, Seinen, Visual Arts",2017-06-24,,8.61,99,97,0,0,currently_publishing,manga,Tsubasa Yamaguchi,
9982,Usogui,"Action, High Stakes Game, Psychological, Seinen, Strategy Game",2006-05-11,2017-12-21,8.61,100,380,49,541,finished,manga,Toshio Sako,
756,Banana Fish,"Action, Adventure, Delinquents, Drama, Organized Crime, Psychological, Shoujo, Suspense",1985-04-13,1994-03-12,8.6,101,276,19,110,finished,manga,Akimi Yoshida,
118289,Skip to Loafer,"Award Winning, Drama, School, Seinen",2018-08-25,,8.6,103,401,0,0,currently_publishing,manga,Misaki Takamatsu,
114043,"Umarekawattemo Mata, Watashi to Kekkon shitekuremasu ka",Romance,2017-10-20,2019-09-20,8.59,104,606,4,26,finished,manga,Miku Morinaga,
37707,Shigatsu wa Kimi no Uso,"Award Winning, Drama, Music, Romance, School, Shounen",2011-04-06,2015-02-06,8.59,105,194,11,44,finished,manga,Naoshi Arakawa,
61579,Tobaku Datenroku Kaiji: One Poker-hen,"Adult Cast, Drama, High Stakes Game, Psychological, Seinen, Strategy Game",2013-06-03,2017-08-21,8.59,107,1981,16,155,finished,manga,Nobuyuki Fukumoto,
698,Shinseiki Evangelion,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi, Seinen, Shounen, Suspense",1994-12-26,2013-06-04,8.57,110,114,14,97,finished,manga,Yoshiyuki Sadamoto,
3006,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action, Shounen, Supernatural",1992-04-21,1995-11-21,8.57,111,135,18,174,finished,manga,Hirohiko Araki,
13245,Chihayafuru,"Award Winning, Drama, Josei, Love Polygon, Strategy Game",2007-12-28,2022-08-01,8.57,112,347,50,252,finished,manga,Yuki Suetsugu,
87844,The Fable,"Adult Cast, Award Winning, Comedy, Organized Crime, Seinen, Suspense",2014-11-01,2019-11-18,8.56,116,304,22,240,finished,manga,Katsuhisa Minami,
3031,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen",2006-05-18,2015-03-18,8.56,117,54,24,107,finished,manga,Jun Mochizuki,
11514,Otoyomegatari,"Award Winning, Historical, Romance, Seinen",2008-10-14,,8.56,118,220,0,0,currently_publishing,manga,Kaoru Mori,
92559,Diamond no Ace Act II,"School, Shounen, Sports, Team Sports",2015-08-19,2022-10-26,8.56,119,1087,34,309,finished,manga,Yuuji Terajima,
105084,Jibaku Shounen Hanako-kun,"School, Shounen, Supernatural",2014-12-18,,8.55,120,111,0,0,currently_publishing,manga,Iro Aida,
23390,Shingeki no Kyojin,"Action, Award Winning, Drama, Gore, Military, Shounen, Survival, Suspense",2009-09-09,2021-04-09,8.55,121,2,34,141,finished,manga,Hajime Isayama,
610,Skip Beat!,"Comedy, Drama, Love Polygon, Romance, Shoujo, Showbiz",2002-02-15,,8.55,124,169,0,0,currently_publishing,manga,Yoshiki Nakamura,
1325,Hi no Tori (1967),"Drama, Fantasy, Historical, Psychological, Romance, Sci-Fi, Shounen, Space, Supernatural",1966-12-20,1988-02,8.55,125,799,16,19,finished,manga,Osamu Tezuka,
11054,Billy Bat,"Detective, Drama, Historical, Mystery, Psychological, Seinen, Supernatural",2008-10-16,2016-08-18,8.55,127,218,20,165,finished,manga,"Naoki Urasawa, Takashi Nagasaki",
33327,Tokyo Ghoul,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",2011-09-08,2014-09-18,8.54,130,6,14,144,finished,manga,Sui Ishida,
22,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Drama, Historical, Samurai, Shounen",1994-04-12,1999-09-21,8.54,131,147,28,259,finished,manga,Nobuhiro Watsuki,
8157,Kamisama Hajimemashita,"Comedy, Fantasy, Mythology, Romance, Shoujo, Supernatural",2008-02-20,2016-05-20,8.54,132,172,25,154,finished,manga,Julietta Suzuki,
137303,Hirayasumi,"Seinen, Slice of Life",2021-04-26,,8.53,134,1063,0,0,currently_publishing,manga,Keigo Shinzou,
101396,Sasaki to Miyano,"Boys Love, Otaku Culture, School",2016-02-26,,8.53,135,485,0,0,currently_publishing,manga,Shou Harusono,
102,Fruits Basket,"Award Winning, Drama, Love Polygon, Romance, School, Shoujo, Supernatural",1998-07-18,2006-11-20,8.53,137,82,23,136,finished,manga,Natsuki Takaya,
5744,Ping Pong,"Drama, Seinen, Sports",1996,1997,8.53,139,828,5,55,finished,manga,Taiyou Matsumoto,
11327,One Outs,"Adult Cast, Psychological, Seinen, Sports, Team Sports",1998-11-14,2006-08-15,8.53,140,513,20,175,finished,manga,Shinobu Kaitani,
21498,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,"Drama, Fantasy, Horror, Mystery, Psychological, Shounen, Supernatural, Suspense",2010-10-22,2012-11-22,8.51,143,1219,6,27,finished,manga," Ryukishi07,  Akitaka",
214,Kidou Senshi Gundam: The Origin,"Action, Award Winning, Drama, Mecha, Military, Sci-Fi, Shounen, Space",2001-06-25,2014-06-26,8.51,144,1173,24,112,finished,manga,"Yoshikazu Yasuhiko, Yoshiyuki Tomino",
30,Ouran Koukou Host Club,"Comedy, Crossdressing, Drama, Reverse Harem, Romance, School, Shoujo",2002-07-24,2010-09-24,8.5,146,100,18,87,finished,manga,Bisco Hatori,
11734,Watashitachi no Shiawase na Jikan,"Drama, Music, Psychological, Romance, Seinen",2008-03-28,2008-08-22,8.5,148,118,1,8,finished,manga,Sumomo Yumeka,
44307,Kakukaku Shikajika,"Award Winning, Josei, Memoir, Otaku Culture, Slice of Life, Visual Arts",2011-11-28,2015-01-28,8.5,149,662,5,34,finished,manga,Akiko Higashimura,
104538,Kimi no Suizou wo Tabetai,"Drama, Romance",2016-08-25,2017-05-25,8.49,153,381,2,10,finished,manga,"Idumi Kirihara, Yoru Sumino",
28393,Sakamichi no Apollon,"Award Winning, Drama, Josei, Love Polygon, Music, Romance, School",2007-09-28,2012-01-28,8.49,154,588,9,45,finished,manga,Yuki Kodama,
113010,Bakemonogatari,"Action, Comedy, Drama, Mystery, Romance, Shounen, Supernatural, Vampire",2018-03-14,2023-03-15,8.49,155,457,22,193,finished,manga," Oh! Great, ISIN NISIO",
119161,Spy x Family,"Action, Childcare, Comedy, Shounen",2019-03-25,,8.49,157,19,0,0,currently_publishing,manga,Tatsuya Endou,
121504,Yubisaki to Renren,"Adult Cast, Romance, Shoujo",2019-07-24,,8.49,158,318,0,0,currently_publishing,manga,Suu Morishita,
56529,Bungou Stray Dogs,"Action, Detective, Mystery, Seinen, Supernatural",2012-12-04,,8.49,160,159,0,0,currently_publishing,manga,"Kafka Asagiri,  Harukawa35",
79085,Given,"Boys Love, Drama, Music, School",2013-04-30,2023-03-30,8.49,161,253,9,58,finished,manga,Natsuki Kizu,
85719,Blue Giant,"Award Winning, Music, Seinen",2013-05-10,2016-08-25,8.49,162,790,10,80,finished,manga,Shinichi Ishizuka,
38071,Spirit Circle,"Action, Adventure, Comedy, Drama, Reincarnation, Romance, Seinen, Supernatural",2012-05-30,2016-03-30,8.48,164,383,6,45,finished,manga,Satoshi Mizukami,
117851,Shimeji Simulation,"School, Slice of Life",2019-01-26,2023-11-27,8.48,165,861,5,49,finished,manga, Tsukumizu,
112988,blanc,"Boys Love, Drama, Slice of Life",2018-02-28,2020-09-16,8.47,167,2389,2,12,finished,manga,Asumiko Nakamura,
114745,Blue Lock,"Award Winning, Shounen, Sports, Team Sports",2018-08-01,,8.47,168,44,0,0,currently_publishing,manga,"Muneyuki Kaneshiro, Yuusuke Nomura",
88639,"Ohayou, Ibarahime","Romance, Shoujo, Supernatural",2014-11-22,2017-05-24,8.47,172,482,6,26,finished,manga,Megumi Morino,
93753,Vanitas no Karte,"Fantasy, Historical, Shounen, Urban Fantasy, Vampire",2015-12-22,,8.47,173,237,0,0,currently_publishing,manga,Jun Mochizuki,
1183,Cross Game,"Award Winning, Comedy, Drama, Romance, School, Shounen, Sports, Team Sports",2005-09-02,2010-02-17,8.47,174,863,17,170,finished,manga,Mitsuru Adachi,
25515,JoJo no Kimyou na Bouken Part 8: JoJolion,"Action, Adventure, Award Winning, Mystery, Seinen, Supernatural",2011-05-19,2021-08-19,8.47,175,75,27,110,finished,manga,Hirohiko Araki,
46282,Chikan Otoko,"Comedy, Drama, Romance, Slice of Life",2004,2004,8.47,176,361,0,21,finished,manga,Takuma Yokota,
36413,Hinamatsuri,"Childcare, Comedy, Organized Crime, Seinen, Supernatural",2010-06-15,2020-07-15,8.46,177,308,19,117,finished,manga,Masao Ohtake,
97244,Shimanami Tasogare,"Drama, Psychological, Seinen, Slice of Life",2015-03-06,2018-05-23,8.46,178,261,4,23,finished,manga,Yuuki Kamatani,
43,Eyeshield 21,"Shounen, Sports, Team Sports",2002-07-23,2009-06-15,8.46,180,207,37,333,finished,manga,"Riichiro Inagaki, Yusuke Murata",
7519,Kami nomi zo Shiru Sekai,"Comedy, Fantasy, Harem, Otaku Culture, Romance, School, Shounen, Supernatural",2008-04-09,2014-04-23,8.46,182,129,26,271,finished,manga,Tamiki Wakaki,
100323,Yuukoku no Moriarty,"Adult Cast, Historical, Mystery, Psychological, Shounen, Suspense",2016-08-04,,8.45,184,481,0,0,currently_publishing,manga,"Ryousuke Takeuchi, Hikaru Miyoshi",
3299,Ookami to Koushinryou,"Adult Cast, Adventure, Drama, Fantasy, Historical, Romance, Seinen, Supernatural",2007-09-27,2017-12-27,8.45,186,422,16,108,finished,manga,"Keito Koume, Isuna Hasekura",
7482,Rainbow: Nisha Rokubou no Shichinin,"Award Winning, Delinquents, Drama, Historical, Psychological, Seinen",2002-11-21,2010-01-04,8.45,187,480,22,235,finished,manga,"George Abe, Masasumi Kakizaki",
135496,Dandadan,"Action, Comedy, Shounen, Supernatural",2021-04-06,,8.45,189,52,0,0,currently_publishing,manga,Yukinobu Tatsu,
119279,Hirano to Kagiura,"Boys Love, Josei, School, Slice of Life",2019-03-15,,8.44,192,1915,0,0,currently_publishing,manga,Shou Harusono,
155861,Kininatteru Hito ga Otoko ja Nakatta,"Girls Love, Music",2023-04-19,,8.44,194,477,0,0,currently_publishing,manga,Sumiko Arai,
42,Dragon Ball,"Action, Adventure, Fantasy, Martial Arts, Shounen",1984-11-20,1995-05-23,8.44,195,62,42,520,finished,manga,Akira Toriyama,
1032,Doraemon,"Adventure, Anthropomorphic, Award Winning, Comedy, Kids, School, Sci-Fi, Shounen, Slice of Life",1969-12,1996,8.44,196,1263,45,821,finished,manga,Fujio F. Fujiko,
1469,Glass no Kamen,"Drama, Performing Arts, Romance, Shoujo, Showbiz",1976-01,2012-05-26,8.44,197,1664,49,0,on_hiatus,manga,Suzue Miuchi,
3285,Holyland,"Action, Delinquents, Martial Arts, Psychological, Seinen",2000-10-13,2008-05-23,8.44,198,174,18,182,finished,manga,Kouji Mori,
6812,Kyou kara Ore wa!!,"Action, Comedy, Delinquents, School, Shounen",1988,1997-10,8.44,200,870,38,366,finished,manga,Hiroyuki Nishimori,
21499,Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,"Drama, Horror, Mystery, Shounen, Supernatural",2010-11-18,2012-11-17,8.44,201,1439,6,26,finished,manga," Ryukishi07, Hinase Momoyama",
29211,Gekkan Shoujo Nozaki-kun,"Comedy, Otaku Culture, Romance, School",2011-08-25,,8.43,202,197,0,0,currently_publishing,manga,Izumi Tsubaki,
743,21st Century Boys,"Award Winning, Drama, Mystery, Psychological, Sci-Fi, Seinen",2006-12-25,2007-07-14,8.43,203,143,2,16,finished,manga,Naoki Urasawa,
17051,Barakamon,"Childcare, Comedy, Iyashikei, Shounen, Slice of Life, Visual Arts",2008-02-22,2023-07-12,8.43,204,421,20,150,finished,manga,Satsuki Yoshino,
133431,Uma Musume Cinderella Gray,"Drama, Seinen, Slice of Life, Sports",2020-06-11,,8.42,206,5866,0,0,currently_publishing,manga,Taiyou Kuzumi,
87397,Shiori Experience: Jimi na Watashi to Hen na Ojisan,"Comedy, Music, School, Seinen, Supernatural",2013-10-25,,8.42,208,935,0,0,currently_publishing,manga,"Yu-Ko Osada, Kazuya Machida",
3572,Tobaku Mokushiroku Kaiji,"Adult Cast, Award Winning, Drama, High Stakes Game, Seinen, Strategy Game",1996-02-10,1999-07-26,8.42,209,878,13,158,finished,manga,Nobuyuki Fukumoto,
42451,Horimiya,"Romance, School, Shounen",2011-10-18,2021-03-18,8.41,211,16,17,139,finished,manga,"Daisuke Hagiwara,  HERO",
138673,Look Back,"Drama, Shounen",2021-07-19,2021-07-19,8.41,212,127,1,0,finished,manga,Tatsuki Fujimoto,
162964,Mayonaka Heart Tune,"Comedy, Harem, Romance, School, Shounen, Showbiz",2023-09-20,,8.41,213,1341,0,0,currently_publishing,manga,Masakuni Igarashi,
110771,Toshokan no Daimajutsushi,"Fantasy, Seinen",2017-11-07,,8.41,214,904,0,0,currently_publishing,manga,Mitsu Izumi,
658,Mugen no Juunin,"Action, Adventure, Drama, Historical, Martial Arts, Samurai, Seinen, Supernatural",1993-06-25,2012-12-25,8.41,215,187,30,207,finished,manga,Hiroaki Samura,
974,Basara,"Adventure, Award Winning, Drama, Fantasy, Romance, Shoujo",1990-08-11,1998-05-13,8.41,216,743,27,112,finished,manga,Yumi Tamura,
3866,Kuroshitsuji,"Action, Fantasy, Historical, Mystery, Mythology, Shounen, Supernatural",2006-09-16,,8.41,217,71,0,0,currently_publishing,manga,Yana Toboso,
419,Nodame Cantabile,"Adult Cast, Award Winning, Comedy, Josei, Music, Romance, Slice of Life",2001-07-10,2010-08-25,8.4,220,661,25,150,finished,manga,Tomoko Ninomiya,
3573,Tobaku Hakairoku Kaiji,"Adult Cast, Drama, High Stakes Game, Strategy Game",2000-11,2004-04,8.4,221,1754,13,134,finished,manga,Nobuyuki Fukumoto,
121213,Kimi wa Houkago Insomnia,"Romance, School, Seinen",2019-05-20,2023-08-21,8.4,222,325,14,125,finished,manga,Makoto Ojiro,
93699,Innocent Rouge,"Award Winning, Drama, Historical, Seinen",2015-05-20,2020-01-08,8.39,223,573,12,88,finished,manga,Shinichi Sakamoto,
94376,Yuru Camp△,"CGDCT, Iyashikei, Slice of Life",2015-05-23,,8.39,224,965,0,0,currently_publishing,manga, Afro,
99314,Kimi no Na wa.,"Drama, Seinen",2016-05-27,2017-01-27,8.39,225,168,3,9,finished,manga,"Makoto Shinkai, Ranmaru Kotone",
8967,Onanie Master Kurosawa,"Drama, Psychological, School",2007-09,2008-03,8.39,227,84,4,31,finished,manga,"Takuma Yokota, Katsura Ise",
768,Gunnm,"Action, Sci-Fi, Seinen",1990-11,1995-03,8.38,228,185,9,53,finished,manga,Yukito Kishiro,
2921,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",2005-12-24,2013-09-24,8.38,229,68,18,98,finished,manga,Hiro Fujiwara,
3082,Nichijou,"Comedy, Gag Humor, School, Shounen",2006-06-26,,8.38,230,442,0,0,currently_publishing,manga,Keiichi Arawi,
6164,My Girl,"Childcare, Drama, Seinen, Slice of Life",2006-06-02,2010-09-03,8.38,231,540,5,44,finished,manga,Sumomo Yumeka,
110160,"Mata, Onaji Yume wo Miteita",Drama,2017-09-23,2018-08-25,8.38,233,805,3,12,finished,manga,"Idumi Kirihara, Yoru Sumino",
33031,Imawa no Kuni no Alice,"Action, Gore, High Stakes Game, Horror, Psychological, Shounen, Supernatural, Survival",2010-11-25,2016-03-02,8.38,235,182,18,87,finished,manga,Haro Aso,
166372,Love Bullet,"Action, Drama, Girls Love, Reincarnation, Seinen, Supernatural",2023-10-05,,8.38,238,2259,0,0,currently_publishing,manga, inee,
118804,Ikoku Nikki,"Drama, Josei",2017-06-08,2023-06-08,8.37,239,2730,11,56,finished,manga,Tomoko Yamashita,
144011,Kimi no Yoru ni Fureru,"Boys Love, Drama",2021-08-20,2022-08-19,8.37,240,3905,1,6,finished,manga,Moyori Mori,
10,xxxHOLiC,"Comedy, Drama, Mystery, Seinen, Supernatural",2003-02-24,2011-02-09,8.37,242,186,19,213,finished,manga, CLAMP,
85,Azumanga Daioh,"CGDCT, Comedy, School, Slice of Life",1999-01-18,2002-03-21,8.37,243,306,4,69,finished,manga,Kiyohiko Azuma,
106,Cardcaptor Sakura,"Adventure, Award Winning, Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",1996-05-02,2000-07-03,8.37,244,254,12,50,finished,manga, CLAMP,
401,Kiseijuu,"Action, Award Winning, Gore, Horror, Psychological, Sci-Fi, Seinen",1989-11-22,1995-12-23,8.37,245,137,10,64,finished,manga,Hitoshi Iwaaki,
1414,SKET Dance,"Award Winning, Comedy, Drama, School, Shounen",2007-07-14,2013-07-08,8.37,246,552,32,288,finished,manga,Kenta Shinohara,
9711,Bakuman.,"Comedy, Drama, Otaku Culture, Romance, Shounen",2008-08-11,2012-04-23,8.37,247,57,20,176,finished,manga,"Takeshi Obata, Tsugumi Ohba",
62795,Tomodachi Game,"High Stakes Game, Psychological, Shounen, Strategy Game, Suspense",2013-12-09,2024-08-08,8.37,248,191,26,130,finished,manga,"Mikoto Yamaguchi, Yuuki Satou",
87609,Tensei shitara Slime Datta Ken,"Award Winning, Fantasy, Isekai, Reincarnation, Shounen",2015-03-26,,8.37,249,95,0,0,currently_publishing,manga,"Taiki Kawakami,  Fuse",
