ID,Nome,Generi/Temi,Start Date,End Date,Mean Score,Rank,Popularity,Volumi,Capitoli,Stato,Tipo Media,Autori,Serializzazioni
117332,Suki na Ko ga Megane wo Wasureta,"Comedy, Love Status Quo, Romance, School, Shounen",2018-11-22,2024-04-22,8.05,686,424,12,120,finished,manga,Koume Fujichika,
136975,Unmei no Hito ni Deau Hanashi,"Romance, Shoujo",2021-04-24,,8.04,687,1412,0,0,currently_publishing,manga, Anashin,
55163,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life, Survival, Suspense",2012-05-24,2019-11-22,8.04,688,314,12,78,finished,manga,"Norimitsu Kaihou, Sadoru Chiba",
59893,Tanaka-kun wa Itsumo Kedaruge,"Iyashikei, School, Slice of Life",2013-07-25,2019-07-25,8.04,689,647,13,145,finished,manga,Nozomi Uda,
22986,Ran to Haiiro no Sekai,"Drama, Fantasy, Romance, Seinen, Supernatural",2008-12-15,2015-04-15,8.04,691,610,7,51,finished,manga,Aki Irie,
25245,Zoku Hoshi Mamoru Inu,"Pets, Seinen, Slice of Life",2009-07-21,2009-11-02,8.04,692,3065,1,4,finished,manga,Takashi Murakami,
152907,Museru kurai no Ai wo Ageru,"Adult Cast, Romance, Shoujo",2022-10-24,,8.04,693,1449,0,0,currently_publishing,manga,Keiko Iwashita,
98374,Cardcaptor Sakura: Clear Card-hen,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",2016-06-03,2024-03-01,8.04,695,1134,16,86,finished,manga, CLAMP,
573,Wild Adapter,"Action, Boys Love, Comedy, Drama, Mystery, Organized Crime",2001,2016-03-04,8.04,696,2493,7,52,on_hiatus,manga,Kazuya Minekura,
648,Dogs: Bullets & Carnage,"Action, Drama, Seinen",2005-06-18,2015-03-19,8.04,697,516,10,101,on_hiatus,manga,Shirow Miwa,
1216,Gokinjo Monogatari,"Romance, Shoujo, Visual Arts",1995-02,1997-10,8.04,698,1556,7,33,finished,manga,Ai Yazawa,
3282,Hotarubi no Mori e,"Iyashikei, Romance, Shoujo",2002-06-10,2003-03-24,8.04,699,926,1,4,finished,manga,Yuki Midorikawa,
10179,Chichi no Koyomi,"Seinen, Slice of Life",1994-04-09,1994-09-24,8.04,700,3163,1,12,finished,manga,Jiro Taniguchi,
11914,Adekan,"Action, Historical, Shoujo",2007-07-14,,8.04,701,2075,0,0,currently_publishing,manga,Tsukiji Nao,
13271,Saraiya Goyou,"Adult Cast, Drama, Historical, Samurai, Seinen",2005-11-25,2010-07-24,8.04,702,2131,8,59,finished,manga,Natsume Ono,
1184,Rough,"Comedy, Drama, Romance, School, Shounen, Sports, Team Sports",1987,1989,8.03,703,3070,12,119,finished,manga,Mitsuru Adachi,
1260,Higurashi no Naku Koro ni: Tatarigoroshi-hen,"Drama, Horror, Mystery, Psychological, Shounen, Supernatural",2005-05-18,2006-05-18,8.03,704,1402,2,13,finished,manga,"Jirou Suzuki,  Ryukishi07",
1362,Hidamari Sketch,"CGDCT, Comedy, Iyashikei, School, Slice of Life, Visual Arts",2004-02-28,,8.03,705,3029,0,0,currently_publishing,manga,Ume Aoki,
1474,Devilman,"Action, Adventure, Drama, Fantasy, Horror, Mythology, Psychological, Sci-Fi, Shounen, Super Power, Supernatural",1972-06-11,1973-06-24,8.03,706,299,5,53,finished,manga,Go Nagai,
3076,Vassalord.,"Action, Boys Love, Comedy, Fantasy, Mystery, Shoujo, Supernatural, Vampire",2004-11-17,2013-02-15,8.03,707,1209,7,36,finished,manga,Nanae Chrono,
10330,Oboreru Knife,"Drama, Love Polygon, Romance, School, Shoujo, Showbiz",2004-10-13,2013-12-13,8.03,708,2690,17,64,finished,manga,Asakura George,
35003,Yamada-kun to 7-nin no Majo,"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",2012-02-22,2017-02-22,8.03,711,113,28,246,finished,manga,Miki Yoshikawa,
41697,Ghost Hunt: Akumu no Sumu Ie,"Horror, Mystery, Shoujo, Supernatural",2012-07-28,2016-07-28,8.03,712,4563,3,23,finished,manga,"Shiho Inada, Fuyumi Ono",
128995,Restart wa Onaka wo Sukasete,"Boys Love, Slice of Life",2019-12-27,2020-08-28,8.03,714,5483,1,6,finished,manga, Cocomi,
130661,Josee to Tora to Sakana-tachi,"Drama, Romance, Visual Arts",2020-01-06,2020-10-06,8.03,715,3089,2,11,finished,manga,"Nao Emoto, Seiko Tanabe",
132975,Anemone wa Netsu wo Obiru,"Girls Love, School",2020-11-24,,8.03,716,2184,0,0,currently_publishing,manga,Ren Sakuragi,
133081,Wind Breaker,"Action, Delinquents, School",2021-01-13,,8.03,717,798,0,0,currently_publishing,manga,Satoru Nii,
80719,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen,"Drama, Fantasy, Isekai, Psychological, Seinen, Suspense, Time Travel",2014-10-25,2017-10-25,8.03,719,1406,5,31,finished,manga,"Makoto Fuugetsu, Tappei Nagatsuki",
84559,Nekota no Koto ga Kininatte Shikatanai.,"Comedy, Romance, School, Shoujo",2013-04-03,2016-12-28,8.03,720,1817,10,49,finished,manga,Rie Oouta,
88110,Fate/stay night: Heaven's Feel,"Action, Fantasy, Seinen, Supernatural",2015-05-02,,8.03,721,2457,0,0,currently_publishing,manga," Type-Moon, Task Ohna",
163232,Tower Dungeon,"Action, Fantasy, Shounen",2023-10-26,,8.02,727,1934,0,0,currently_publishing,manga,Tsutomu Nihei,
128072,Zense Coupling,"Reincarnation, Romance, Supernatural",2018-04-26,2020-04-16,8.02,729,2224,7,61,finished,manga,Waka Kakitsubata,
8,Full Moon wo Sagashite,"Comedy, Drama, Fantasy, Music, Romance, Shoujo, Showbiz, Supernatural",2001-12-01,2004-04-30,8.02,730,476,7,35,finished,manga,Arina Tanemura,
442,Tekkon Kinkreet,"Action, Psychological, Seinen",1993,1994,8.02,731,1241,3,33,finished,manga,Taiyou Matsumoto,
670,Bokurano,"Award Winning, Drama, Mecha, Psychological, Sci-Fi, Seinen, Survival",2003-11-25,2009-06-25,8.02,732,535,11,66,finished,manga,Mohiro Kitoh,
1741,Worst,"Action, Comedy, Delinquents, School, Shounen",2001-09-06,2013-07-05,8.02,733,1361,33,131,finished,manga,Hiroshi Takahashi,
14633,Seiyuu Ka!,"Crossdressing, Drama, Romance, School, Shoujo, Showbiz",2009-06-20,2013-02-05,8.02,735,1321,12,70,finished,manga,Maki Minami,
62723,Noragami: Shuuishuu,"Fantasy, Mythology, Shounen",2011-10-20,2016-02-19,8.02,738,1806,0,13,finished,manga, Adachitoka,
80385,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Isekai, Parody, Shounen",2014-09-09,,8.02,740,748,0,0,currently_publishing,manga,"Masahito Watari, Natsume Akatsuki",
59519,Be Blues! Ao ni Nare,"Award Winning, Shounen, Sports, Team Sports",2011-01-26,2022-10-12,8.01,742,3356,49,489,finished,manga,Motoyuki Tanaka,
83923,Fate/strange Fake,"Action, Fantasy, Supernatural",2015-01-10,,8.01,752,2349,0,0,currently_publishing,manga,"Ryohgo Narita, Shizuki Morii",
976,Vampire Juujikai,"Shounen, Supernatural, Vampire",2003-08-12,2007-02-10,8.01,745,1626,9,44,finished,manga,"Kyou Shirodaira, Yuri Kimura",
1605,Shoukoku no Altair,"Action, Award Winning, Fantasy, Military, Shounen",2007-07-26,2023-11-25,8.01,746,1426,27,165,finished,manga,Kotono Katou,
1735,Detroit Metal City,"Comedy, Gag Humor, Music, Seinen",2005-04-22,2010-04-23,8.01,747,1308,10,114,finished,manga,Kiminori Wakasugi,
4207,Boku no Hatsukoi wo Kimi ni Sasagu,"Award Winning, Romance, Shoujo, Slice of Life",2005-08-05,2008-07-05,8.01,763,889,12,71,finished,manga,Kotomi Aoki,
4368,Toradora!,"Drama, Love Polygon, Romance, School",2007-07-27,,8.01,749,467,0,0,currently_publishing,manga,"Yuyuko Takemiya,  Zekkyou",
14978,Saiyuuki Reload Blast,"Action, Adventure, Comedy, Drama, Fantasy, Josei",2009-12-28,,8.01,750,4844,0,0,currently_publishing,manga,Kazuya Minekura,
143031,Aishiteru Game wo Owarasetai,"Comedy, Romance, School",2021-12-24,,8.01,752,741,0,0,currently_publishing,manga,Yuuki Doumoto,
159093,Bocchi the Rock! Gaiden: Hiroi Kikuri no Fukazake Nikki,"Adult Cast, CGDCT, Comedy, Music",2023-07-09,,8.01,755,6376,0,0,currently_publishing,manga, Kumichou,
110485,Shuumatsu no Walküre,"Action, Fantasy, Mythology, Seinen",2017-11-25,,8.01,756,88,0,0,currently_publishing,manga,"Takumi Fukui, Shinya Umemura,  Ajichika",
118166,Hypnosis Mic: Division Rap Battle - side F.P & M,"Action, Josei, Music",2018-12-28,2020-02-28,8.01,757,9429,3,15,finished,manga,"Yuuichirou Momose, Kiiko Jou",
118232,Watashi no Shiawase na Kekkon,"Adult Cast, Drama, Fantasy, Historical, Romance",2018-12-20,,8.01,758,980,0,0,currently_publishing,manga,"Rito Kousaka, Akumi Agitogi",
122842,Kakeochi Girl,"Drama, Girls Love, Josei, Slice of Life",2018-10-25,2020-02-25,8.01,759,1714,3,19,finished,manga, Battan,
128463,Uruwashi no Yoi no Tsuki,"Romance, School, Shoujo",2020-07-21,,8.01,761,678,0,0,currently_publishing,manga,Mika Yamamori,
130934,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"Comedy, Romance",2022-01-06,,8.01,762,1288,0,0,currently_publishing,manga," Saeki-san, Wan Shibata",
136793,Itou Junji Jisen Kessakushuu,"Horror, Shoujo",1990-11-13,2015-10-07,8.01,763,2069,1,10,finished,manga,Junji Itou,
25916,Saint Seiya: The Lost Canvas - Meiou Shinwa Gaiden,"Adventure, Drama, Fantasy, Shounen",2011-05-19,2016-03-12,8.01,765,4095,16,90,finished,manga,"Masami Kurumada, Shiori Teshirogi",
52043,Chichikogusa,"Childcare, Shounen, Slice of Life",2013-01-15,2018-03-05,8.01,767,3115,8,49,finished,manga,Mi Tagawa,
167099,Kesa mo Yuraretemasu ​,"Comedy, Romance, Shounen",2024-02-09,,8.01,768,2385,0,0,currently_publishing,manga,Eiji Masuda,
104271,Chi no Wadachi,"Drama, Psychological, Seinen, Suspense",2017-02-24,2023-09-08,8.01,770,115,17,153,finished,manga,Shuuzou Oshimi,
89562,Tsubaki-chou Lonely Planet,"Drama, Romance, Shoujo",2015-05-20,2019-08-20,8,771,371,14,85,finished,manga,Mika Yamamori,
103942,Ao no Flag,"Romance, School, Shounen",2017-02-01,2020-04-08,8,773,245,8,54,finished,manga, KAITO,
105430,Senryuu Shoujo,"Comedy, Love Status Quo, Romance, School, Shounen",2016-10-19,2020-04-22,8,774,585,13,185,finished,manga,Masakuni Igarashi,
144034,Akane-banashi,"Drama, Performing Arts, Shounen",2022-02-14,,8,775,607,0,0,currently_publishing,manga,"Takamasa Moue, Yuuki Suenaga",
68883,Colette wa Shinu Koto ni Shita,"Fantasy, Mythology, Romance, Shoujo",2013-11-05,2021-10-05,8,776,1675,20,129,finished,manga,Alto Yukimura,
665,MeruPuri: Märchen☆Prince,"Comedy, Fantasy, Romance, Shoujo",2002-08,2004-09,8,777,804,4,22,finished,manga,Matsuri Hino,
1506,Sunadokei,"Award Winning, Love Polygon, Romance, Shoujo",2003-08-23,2006-08,8,778,1260,10,21,finished,manga,Hinako Ashihara,
17465,Omoide Emanon,"Drama, Seinen",2006-09-19,2008-01-19,8,779,249,1,9,finished,manga,"Kenji Tsuruta, Shinji Kajio",
116539,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,"School, Shounen, Strategy Game",2018-11-26,,8,780,915,0,0,currently_publishing,manga,"Takuma Yokota, Katsura Ise",
25250,Voynich Hotel,"Comedy, Ecchi, Horror, Seinen",2006-10-17,2015-03-17,8,781,562,3,68,finished,manga,Sayman Dowman,
43857,Buttobi Itto,"Comedy, Shounen, Sports, Team Sports",1999,2007,8,782,15901,26,103,finished,manga,Motoki Monma,
49865,Ajin,"Action, Gore, Horror, Mystery, Seinen, Supernatural",2012-07-06,2021-02-05,8,783,85,17,84,finished,manga,"Gamon Sakurai, Tsuina Miura",
28899,Steins;Gate: Onshuu no Brownian Motion,"Drama, Sci-Fi, Seinen",2010-07-30,2012-04-27,7.99,784,3990,2,11,finished,manga," Nitroplus, Takeshi Mizoguchi",
59961,Aoharu x Kikanjuu,"Crossdressing, Shounen, Sports, Team Sports",2012-06-18,2019-08-17,7.99,786,1246,18,84,finished,manga, NAOE,
89553,Usemono Yado,"Drama, Shoujo",2014-03-27,2015-10-28,7.99,788,2185,3,18,finished,manga, Hozumi,
99391,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Comedy, Iyashikei, Pets, Slice of Life",2015-06-04,,7.99,789,2201,0,0,currently_publishing,manga,"Tunami Minatuki, As Futatsuya",
117044,Hypnosis Mic: Before the Battle - The Dirty Dawg,"Action, Music, Shounen",2018-12-17,2020-07-17,7.99,792,7075,4,21,finished,manga,"Yuuichirou Momose, Rui Karasuzuki",
23,Ranma ½,"Action, Comedy, Ecchi, Harem, Martial Arts, Romance, School, Shounen",1987-08-05,1996-02-21,7.99,794,321,38,407,finished,manga,Rumiko Takahashi,
509,Saiyuuki,"Action, Adventure, Drama, Fantasy",1997-02-18,2002-01-18,7.99,795,1094,9,56,finished,manga,Kazuya Minekura,
544,Shigeshoushi,"Drama, Josei, Psychological, Romance",2002-05-08,2013-04-08,7.99,796,1399,7,42,finished,manga,Mitsukazu Mihara,
5454,Golden Days,"Boys Love, Drama, Fantasy, Historical, Shoujo, Time Travel",2005-04-20,2007-12-05,7.99,798,4459,8,47,finished,manga,Shigeru Takao,
7630,Toshokan Sensou: Love & War,"Action, Adult Cast, Military, Romance, Sci-Fi, Shoujo",2007-09-24,2015-02-10,7.99,799,2700,15,90,finished,manga,"Hiro Arikawa, Kiiro Yumi",
13897,Giant Killing,"Award Winning, Drama, Seinen, Sports, Team Sports",2007-01-11,,7.99,801,1558,0,0,currently_publishing,manga,"Masaya Tsunamoto,  Tsujitomo",
14110,Seitokai Yakuindomo,"Comedy, Gag Humor, School, Shounen",2007-05-19,2021-11-17,7.99,802,810,22,0,finished,manga,Tozen Ujiie,
105,Kekkaishi,"Action, Adventure, Award Winning, Mythology, Shounen, Supernatural",2004-02-18,2011-04-06,7.98,803,609,35,345,finished,manga,Yellow Tanabe,
5029,Kingyosou,"Drama, Romance, Shoujo",2005-08-10,2007-02-10,7.98,804,2478,2,9,finished,manga,Yuki Fujitsuka,
11643,Kattobi Itto,"Comedy, Shounen, Sports, Team Sports",1986,1999,7.98,805,13334,46,165,finished,manga,Motoki Monma,
13290,Ningen Shikkaku,"Drama, Historical, Psychological, Seinen",2009-02-06,2011-04-21,7.98,806,468,3,12,finished,manga,"Usamaru Furuya, Osamu Dazai",
98578,Kanata no Astra,"Adventure, Award Winning, Mystery, Sci-Fi, Shounen, Space, Survival, Suspense",2016-05-09,2017-12-30,7.98,807,911,5,49,finished,manga,Kenta Shinohara,
107239,Maiko-san Chi no Makanai-san,"Award Winning, Gourmet, Iyashikei, Performing Arts, Shounen, Slice of Life",2016-12-28,2025-01-22,7.98,809,3376,30,327,finished,manga,Aiko Koyama,
33251,Konya mo Nemurenai,"Boys Love, Supernatural",2011-07-22,2014-07-22,7.98,810,1031,3,19,finished,manga,Kotetsuko Yamamoto,
36615,Hori-san to Miyamura-kun,"Romance, School",2007-02,2011-12-22,7.98,811,1381,10,149,finished,manga, HERO,
45447,Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue,"Comedy, Love Polygon, Romance, School, Seinen",2012-09-25,2023-04-25,7.98,813,1949,22,0,finished,manga,"Rechi Kazuki, Wataru Watari",
129409,Girls & Panzer: Pravda Senki,"Action, Military, School",2018-07-19,2021-10-21,7.98,817,13179,5,24,finished,manga,Hajime Yoshida,
146207,Usuzumi no Hate,"Adventure, Sci-Fi, Seinen",2022-03-15,,7.97,819,1668,0,0,currently_publishing,manga,Haruo Iwamune,
155285,Boku no Papa to Papa no Hanashi,"Boys Love, Childcare",2022-06-02,,7.97,822,14565,0,0,currently_publishing,manga, Roji,
163455,Phantom Busters,"School, Shounen, Supernatural",2023-08-04,,7.97,835,5140,0,0,currently_publishing,manga, shoco,
37565,10 Dance,"Boys Love, Drama, Performing Arts, Seinen",2011-12-09,,7.97,826,2921,0,0,currently_publishing,manga,Satou Inoue,
160,School Rumble,"Comedy, Gag Humor, Love Polygon, Romance, School, Shounen",2002-10-23,2008-07-23,7.97,827,623,22,345,finished,manga,Jin Kobayashi,
407,Life,"Award Winning, Drama, Psychological, School, Shoujo, Slice of Life",2002-04-13,2009-02-13,7.97,828,1042,20,80,finished,manga,Keiko Suenobu,
907,Mekakushi no Kuni,"Drama, Love Polygon, Romance, Shoujo, Supernatural",1998-12-10,2004-01-24,7.97,829,2078,9,48,finished,manga,Sakura Tsukuba,
5820,Sumire♡16-sai!!,"Comedy, School, Shounen",2006-05-10,2009-01-05,7.97,830,3165,5,52,finished,manga,Takeru Nagayoshi,
11329,Mudazumonaki Kaikaku,"Comedy, Drama, Strategy Game",2006-02-08,2015,7.97,831,2241,16,144,finished,manga,Hideki Oowada,
14721,D-Frag!,"Comedy, School, Seinen",2008-07-27,,7.97,830,601,0,0,currently_publishing,manga,Tomoya Haruno,
104829,Sachi-iro no One Room,"Drama, Suspense",2016-09-30,2022-12-21,7.97,835,331,11,69,finished,manga, Hakuri,
112268,Sono Bisque Doll wa Koi wo Suru,"Otaku Culture, Romance, School, Seinen",2018-01-19,2025-03-21,7.97,837,63,15,0,finished,manga,Shinichi Fukuda,
81667,Overlord,"Action, Fantasy, Isekai",2014-11-26,2023-05-25,7.97,839,396,19,0,finished,manga,"Fugin Miyama, Kugane Maruyama",
57015,Jitsu wa Watashi wa,"Comedy, Fantasy, Romance, School, Shounen, Supernatural",2013-01-31,2017-02-16,7.96,840,345,22,196,finished,manga,Eiji Masuda,
75989,Boku no Hero Academia,"Action, School, Shounen, Super Power",2014-07-07,2024-08-05,7.96,841,11,42,432,finished,manga,Kouhei Horikoshi,
133,Tokyo Babylon,"Drama, Fantasy, Shoujo, Supernatural",1990,1993,7.96,842,882,7,18,finished,manga, CLAMP,
422,Yamato Nadeshiko Shichihenge♥,"Drama, Reverse Harem, Romance, School, Shoujo",2000-03-13,2015-01-13,7.96,843,685,36,148,finished,manga,Tomoko Hayakawa,
868,Karakuri Circus,"Adventure, Mystery, Shounen",1997-07-09,2006-05-31,7.96,844,2271,43,426,finished,manga,Kazuhiro Fujita,
926,Penguin Kakumei,"Comedy, Love Polygon, Romance, Shoujo, Showbiz",2004-08-24,2007-12-22,7.96,845,2164,7,35,finished,manga,Sakura Tsukuba,
1031,Bokura ga Ita,"Award Winning, Drama, Love Polygon, Romance, Shoujo",2002-04-13,2012-02-13,7.96,846,352,16,70,finished,manga,Yuuki Obata,
1388,Candy Candy,"Award Winning, Drama, Romance, Shoujo",1975-03,1979-02,7.96,847,4118,9,44,finished,manga,"Yumiko Igarashi, Keiko Nagita",
7378,Strobe Edge,"Love Polygon, Romance, School, Shoujo",2007-06-13,2010-08-11,7.96,848,257,10,43,finished,manga,Io Sakisaka,
142997,The Fable: The Second Contact,"Adult Cast, Comedy, Organized Crime, Seinen, Suspense",2021-07-19,2023-07-10,7.96,861,2620,9,86,finished,manga,Katsuhisa Minami,
21040,Comic Showa-shi,"Award Winning, Historical, Memoir",1988-11,1989-12,7.96,848,7464,8,120,finished,manga,Shigeru Mizuki,
23627,Yowamushi Pedal,"Award Winning, Shounen, Sports",2008-02-07,,7.96,853,1354,0,0,currently_publishing,manga,Wataru Watanabe,
26441,"Maoyuu Maou Yuusha: 'Kono Ware no Mono to Nare, Yuusha yo' 'Kotowaru!'","Action, Adventure, Comedy, Fantasy, Mythology, Romance",2011-04-26,2016-04-26,7.96,854,1113,18,59,finished,manga,"Akira Ishida, Mamare Touno",
42531,Senyuu.,"Adventure, Comedy, Fantasy, Shounen",2012-05-02,2013-04-04,7.96,857,3942,2,32,finished,manga,Robinson Haruhara,
96581,Zelda no Densetsu: Twilight Princess,"Action, Adventure, Fantasy",2016-02-08,2022-01-31,7.96,859,1764,11,58,finished,manga,Akira Himekawa,
534,Spiral: Suiri no Kizuna,"Drama, Mystery, School, Shounen, Suspense",1999-08-11,2005-10-12,7.95,867,1679,15,78,finished,manga,"Kyou Shirodaira, Eita Mizuno",
888,Tsuki no Shippo,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",2003-03-25,2007-08-24,7.95,868,1896,15,105,finished,manga,Rinko Ueda,
1023,Koukaku Kidoutai: The Ghost in the Shell,"Action, Adult Cast, Detective, Psychological, Sci-Fi, Seinen",1989-03,1991-09,7.95,869,443,1,11,finished,manga,Masamune Shirow,
1067,Cesare: Hakai no Souzousha,"Historical, Seinen",2005-03-24,2021-11-25,7.95,870,3045,13,106,finished,manga,Fuyumi Souryo,
1648,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",2007-04-27,2013-05-27,7.95,871,1441,10,65,finished,manga,"Kazuki Nakashima, Kotarou Mori",
1668,Black Jack ni Yoroshiku,"Award Winning, Drama, Medical, Psychological, Seinen",2002-01,2006-01-26,7.95,872,3506,13,127,finished,manga,Shuho Sato,
3258,Haruka na Machi e,"Award Winning, Drama, Seinen, Slice of Life, Time Travel",1998-04-10,1998-11-25,7.95,873,877,2,16,finished,manga,Jiro Taniguchi,
5655,Kaijuu no Kodomo,"Award Winning, Drama, Mystery, Seinen, Supernatural",2005-12-24,2011-09-24,7.95,874,1139,5,43,finished,manga,Daisuke Igarashi,
5664,Nurarihyon no Mago,"Action, Mythology, Shounen, Supernatural",2008-03-10,2012-12-28,7.95,875,417,25,218,finished,manga,Hiroshi Shiibashi,
11896,Reimei no Arcana,"Drama, Fantasy, Romance, Shoujo",2009-01-24,2013-06-24,7.95,876,414,13,65,finished,manga,Rei Touma,
17374,Himegimi to Sanbiki no Kemono,"Fantasy, Shoujo",2009-02-20,2011-03-20,7.95,877,2495,4,12,finished,manga,Mitsubachi Miyuki,
17706,Super Lovers,"Boys Love, Comedy, Drama",2009-10-30,,7.95,878,840,0,0,currently_publishing,manga,Miyuki Abe,
94919,Bokutachi ga Yarimashita,"Drama, Seinen",2015-04-06,2017-01-23,7.95,880,686,9,87,finished,manga,"Muneyuki Kaneshiro, Hikaru Araki",
39291,Nijiiro Days,"Comedy, Romance, School, Shoujo",2011-12-01,2018-05-11,7.95,886,445,16,80,finished,manga,Minami Mizuno,
44933,Kanshikan Tsunemori Akane,"Action, Adult Cast, Detective, Drama, Mystery, Psychological, Sci-Fi, Shounen",2012-11-02,2014-12-04,7.95,887,1521,6,27,finished,manga,"Gen Urobuchi, Hikaru Miyoshi",
142246,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,"Drama, Psychological, School, Seinen",2021-12-25,,7.94,888,5759,0,0,currently_publishing,manga,"Shougo Kinugasa, Shia Sasane",
144695,Blue Lock: Episode Nagi,"Shounen, Sports, Team Sports",2022-06-09,,7.94,889,1888,0,0,currently_publishing,manga,"Muneyuki Kaneshiro, Kouta Sannomiya",
150973,Lycoris Recoil,"Action, Seinen",2022-09-05,,7.94,894,4327,0,0,currently_publishing,manga,Yasunori Bizen,
59669,Steins;Gate: Eigou Kaiki no Pandora,"Drama, Sci-Fi",2014-05-23,2015-04-24,7.94,897,5840,1,10,on_hiatus,manga,"Masashi Takimoto, Yasuyuki Torikai",
62083,Saenai Heroine no Sodatekata: Koisuru Metronome,"Comedy, Drama, Romance, Seinen",2013-08-24,2018-04-25,7.94,898,1812,10,51,finished,manga,"Sabu Musha, Fumiaki Maruto",
90334,Queen's Quality,"Romance, Shoujo, Supernatural",2015-07-13,,7.94,905,1699,0,0,currently_publishing,manga,Kyousuke Motomi,
95920,Niehime to Kemono no Ou,"Fantasy, Romance, Shoujo",2015-08-05,2020-10-20,7.94,906,1244,15,89,finished,manga,Yuu Tomofuji,
392,Kimi wa Pet,"Award Winning, Comedy, Drama, Josei, Romance",2000-05-08,2005-10-25,7.94,907,855,14,82,finished,manga,Yayoi Ogawa,
1250,Deep Love: Ayu no Monogatari,"Drama, Shoujo",2004-05-13,2004-09-13,7.94,909,1086,2,8,finished,manga," Yoshi, Yuu Yoshii",
1496,Tenshi Nanka ja Nai,"Drama, Romance, School, Shoujo",1991-09,1994-11,7.94,910,3143,8,40,finished,manga,Ai Yazawa,
3438,Psyren,"Action, Adventure, High Stakes Game, Psychological, Romance, Sci-Fi, Shounen, Strategy Game, Super Power, Supernatural",2007-12-03,2010-11-29,7.94,911,160,16,145,finished,manga,Toshiaki Iwashiro,
3633,Beast Master,"Comedy, Romance, Shoujo",2006-09-13,2007-02-12,7.94,912,281,2,9,finished,manga,Kyousuke Motomi,
3941,Clannad: Tomoyo After,"Drama, Romance",2007-04-20,2007-10-20,7.94,913,2755,1,4,finished,manga," Key, Yukiko Sumiyoshi",
10270,Karneval,"Action, Fantasy, Josei, Mystery, Sci-Fi",2007-08-28,2021-10-28,7.94,914,520,28,163,finished,manga,Touya Mikanagi,
14568,Clover,"Action, Comedy, Delinquents, Shounen",2007-04-05,2015-10-15,7.94,916,1969,43,401,finished,manga,Tetsuhiro Hirakawa,
871,Dragon Quest: Dai no Daibouken,"Action, Adventure, Fantasy, Shounen",1989-10-10,1996-11-26,7.93,918,1662,37,349,finished,manga,"Riku Sanjou, Koji Inada",
975,Ludwig Kakumei,"Adventure, Drama, Fantasy, Historical, Horror, Romance, Shoujo, Supernatural",1998-11,2007-07-26,7.93,919,1641,4,16,finished,manga,Kaori Yuki,
2435,Crayon Shin-chan,"Comedy, School, Seinen, Slice of Life",1990-08,2010-03,7.93,920,3471,50,1126,finished,manga,Yoshito Usui,
3713,Bartender,"Adult Cast, Gourmet, Seinen, Workplace",2004-12-03,2011-12-21,7.93,921,1077,21,167,finished,manga,"Kenji Nagatomo, Araki Jou",
4584,Sasameki Koto,"Comedy, Drama, Girls Love, School, Seinen",2007-01-27,2011-09-27,7.93,922,832,9,55,finished,manga,Takashi Ikeda,
4623,Hyakki Yakoushou,"Award Winning, Historical, Horror, Mystery, Romance, Shoujo, Supernatural",1995,,7.93,923,5892,0,0,currently_publishing,manga,Ichiko Ima,
6997,Clannad: Hikaru Mimamoru Sakamichi de,"Drama, Romance",2007-07-21,2008-08-21,7.93,924,5557,2,11,finished,manga,"Jun Maeda,  Key, Rino Fujii",
17541,Shinrei Tantei Yakumo,"Horror, Mystery, Romance, Shoujo, Supernatural",2009-06-24,2016-06-24,7.93,926,970,14,65,finished,manga,"Manabu Kaminaga, Suzuka Oda",
26021,Hajimari no Niina,"Romance, Shoujo",2010-09-18,2012-10-20,7.93,930,1318,4,22,finished,manga,Koyomi Minamori,
97179,Hokuhokusei ni Kumo to Ike,"Detective, Drama, Seinen, Supernatural, Suspense",2016-03-14,,7.93,933,2021,0,0,currently_publishing,manga,Aki Irie,
98639,Maoujou de Oyasumi,"Comedy, Fantasy, Parody, Shounen",2016-05-11,,7.93,934,902,0,0,currently_publishing,manga,Kagiji Kumanomata,
118668,Dark Gathering,"Horror, Shounen, Supernatural",2019-03-04,,7.93,935,1876,0,0,currently_publishing,manga,Kenichi Kondou,
113937,Hokuou Kizoku to Moukinzuma no Yukiguni Karigurashi,"Romance, Slice of Life",2018-03-30,2023-09-22,7.92,938,4625,10,101,finished,manga,"Mashimesa Emoto, Shikayo Shirakaba",
123681,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"Comedy, Harem, Parody, Romance, School, Seinen",2019-12-26,,7.92,940,273,0,0,currently_publishing,manga,"Yukiko Nozawa, Rikito Nakamura",
